,level_0,index,PSCID,Protein Name,Free form,Bound form,Ligands,Classification(?),motion_type,Free PDB,Free Chains,Bound PDB,Bound Chains
588,591,98,N.99,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,1x2j_A,1x2r_A,PEPT(LDEETGEFL),1,no_significant_motion,1x2j,A,1x2r,A
589,592,99,N.100,E3 UBIQUITIN-PROTEIN LIGASE UHRF1,3dwh_A,3bi7_A,UNL,1,no_significant_motion,3dwh,A,3bi7,A
590,593,100,N.101,QUINOLINATE ACID PHOSPHORIBOSYL TRANSFERASE,1qpo_AB,1qpr_EF,"2xPHT,2xPPC",1,no_significant_motion,1qpo,AB,1qpr,EF
591,594,101,N.102,SYNAPSE ASSOCIATED PROTEIN 97,2awx_A,2g2l_A,PEPT(ATGL),1,no_significant_motion,2awx,A,2g2l,A
592,595,102,N.103,AGGLUTININ ISOLECTIN 1,1wgc_AA,2uvo_AB,"2xNAG,5xNDG",1,no_significant_motion,1wgc,AA,2uvo,AB
593,596,103,N.104,HELIX-TURN-HELIX MOTIF,2a6c_AA,2a6c_BB,2xCIT,1,no_significant_motion,2a6c,AA,2a6c,BB
594,597,104,N.105,HISTONE HMFB,1b6w_AA,1a7w_AA,2xZN,1,no_significant_motion,1b6w,AA,1a7w,AA
595,598,105,N.106,SUN PROTEIN,1sqg_A,1sqf_A,SAM,1,no_significant_motion,1sqg,A,1sqf,A
596,599,106,N.107,MYO-INOSITOL HEXAPHOSPHATE PHOSPHOHYDROLASE,1u24_B,1u26_A,2xIHS,1,no_significant_motion,1u24,B,1u26,A
597,600,107,N.108,"1,3-1,4-BETA-GLUCANASE",1glh_A,1byh_A,"BGC,CA,GLC",1,no_significant_motion,1glh,A,1byh,A
598,601,108,N.109,GLUCOSAMINE 6-PHOSPHATE N-ACETYLTRANSFERASE,2huz_AB,2o28_AB,"16G,2xCOA",1,no_significant_motion,2huz,AB,2o28,AB
599,602,109,N.110,L-3-HYDROXYACYL-COA DEHYDROGENASE,1f14_AB,1f12_AB,3HC,1,no_significant_motion,1f14,AB,1f12,AB
600,603,110,N.111,DNA LIGASE-LIKE PROTEIN RV0938/MT0965,2iru_A,2iry_B,"DGT,MN",1,no_significant_motion,2iru,A,2iry,B
601,604,111,N.112,FERROCHELATASE,2h1v_A,1c1h_A,MMP,1,no_significant_motion,2h1v,A,1c1h,A
602,605,112,N.113,PROTEIN CYAY,1ew4_A,2eff_A,CO,1,no_significant_motion,1ew4,A,2eff,A
603,606,113,N.114,COENZYME F420H2:NADP+ OXIDOREDUCTASE (FNO),1jax_AB,1jay_AB,"2xF42,2xNAP",1,no_significant_motion,1jax,AB,1jay,AB
604,607,114,N.115,SEGREGATION PROTEIN,1wcv_11,2bej_AA,"2xADP,2xMG",1,no_significant_motion,1wcv,11,2bej,AA
605,608,115,N.116,D-ALANYL-D-ALANINE CARBOXYPEPTIDASE,1w79_D,1w8y_B,NCF,1,no_significant_motion,1w79,D,1w8y,B
606,609,116,N.117,AVIRULENCE B PROTEIN,1nh1_A,2nun_A,ADP,1,no_significant_motion,1nh1,A,2nun,A
607,610,117,N.118,FACT COMPLEX SUBUNIT SPT16,3cb6_A,3cb5_A,B3P,1,no_significant_motion,3cb6,A,3cb5,A
608,611,118,N.119,HYPOTHETICAL PROTEIN YDCE,1gyj_AB,1gyx_AB,BEZ,1,no_significant_motion,1gyj,AB,1gyx,AB
609,612,119,N.120,MANNOSE/GLUCOSE-SPECIFIC LECTIN,1zgr_AB,1zgs_AB,6xXMM,1,no_significant_motion,1zgr,AB,1zgs,AB
610,613,120,N.121,PROTEIN KINASE C INTERACTING PROTEIN,1kpc_AB,1kpf_AA,2xAMP,1,no_significant_motion,1kpc,AB,1kpf,AA
611,614,121,N.122,AMINOADIPATE-SEMIALDEHYDE DEHYDROGENASE- PHOSPHOPANTETHEINYL TRANSFERASE,2byd_A,2c43_A,"COA,MG",1,no_significant_motion,2byd,A,2c43,A
612,615,122,N.123,METHIONINE REPRESSOR PROTEIN METJ,1cmb_AB,1mjl_AB,2xSAM,1,no_significant_motion,1cmb,AB,1mjl,AB
613,616,123,N.124,LYSOZYME,1h09_A,2j8g_A,"AMV,DGL,NAG",1,no_significant_motion,1h09,A,2j8g,A
614,617,124,N.125,CHEMOTAXIS PROTEIN MOTB,3cyp_BC,3cyq_KL,AMU,1,no_significant_motion,3cyp,BC,3cyq,KL
615,618,125,N.126,PUTATIVE DIOXYGENASE,2nyh_AB,2p8i_CD,CIT,1,no_significant_motion,2nyh,AB,2p8i,CD
616,619,126,N.127,FATTY ACID SYNTHASE,2jfd_A,2jfk_D,COA,1,no_significant_motion,2jfd,A,2jfk,D
617,620,127,N.128,MRNA CAPPING ENZYME,1ri5_A,1ri2_A,GTG,1,no_significant_motion,1ri5,A,1ri2,A
618,621,128,N.129,ALPHA-11 GIARDIN,2ii2_A,2iic_B,CA,1,no_significant_motion,2ii2,A,2iic,B
619,622,129,N.130,SULFOLOBUS SOLFATARICUS PROTEIN TYROSINE PHOSPHATASE,2i6i_A,2i6p_A,4NP,1,no_significant_motion,2i6i,A,2i6p,A
620,623,130,N.131,PROTEASE,1tw7_AB,1rv7_AB,AB1,1,no_significant_motion,1tw7,AB,1rv7,AB
621,624,131,N.132,NEUROTOXIN ALPHA-IT,2atb_B,2asc_A,DR8,1,no_significant_motion,2atb,B,2asc,A
622,625,132,N.133,CHAPERONE PROTEIN HCHA,1n57_AA,1ons_AA,2xZN,1,no_significant_motion,1n57,AA,1ons,AA
623,626,133,N.134,70-KDA SOLUBLE LYTIC TRANSGLYCOSYLASE,1qsa_A,1sly_A,BLG,1,no_significant_motion,1qsa,A,1sly,A
624,627,134,N.135,NH(3)-DEPENDENT NAD(+) SYNTHETASE,1xnh_AA,1xng_AB,"2xATP,2xDND",1,no_significant_motion,1xnh,AA,1xng,AB
626,629,136,N.137,CAPSID PROTEIN,2obr_AA,2obt_AA,2xFUC,1,no_significant_motion,2obr,AA,2obt,AA
627,630,137,N.138,PAPAIN,1ppn_A,4pad_A,"LYM,TOS",1,no_significant_motion,1ppn,A,4pad,A
628,631,138,N.139,THREONYL-TRNA SYNTHETASE,1tje_A,1tkg_A,SSA,1,no_significant_motion,1tje,A,1tkg,A
629,632,139,N.140,HEAT SHOCK PROTEIN 90,1ah6_AA,1amw_AA,2xADP,1,no_significant_motion,1ah6,AA,1amw,AA
630,633,140,N.141,GALECTIN-9,2eak_B,2eal_B,"A2G,GAL,NGA",1,no_significant_motion,2eak,B,2eal,B
631,634,141,N.142,ISOLEUCYL-TRNA SYNTHETASE,1wny_A,1wk8_B,VMS,1,no_significant_motion,1wny,A,1wk8,B
632,635,142,N.143,5-METHYLTETRAHYDROFOLATE CORRINOID/IRON SULFUR PROTEIN METHYLTRANSFERASE,1f6y_AB,2ogy_AB,"2xC2F,CA",1,no_significant_motion,1f6y,AB,2ogy,AB
633,636,143,N.144,ADP-RIBOSYLATION FACTOR BINDING PROTEIN GGA1,1na8_B,1om9_A,PEPT(DDFGGFEAAET),1,no_significant_motion,1na8,B,1om9,A
634,637,144,N.145,GLUCOAMYLASE,1ayx_A,2f6d_A,2xACR,1,no_significant_motion,1ayx,A,2f6d,A
635,638,145,N.146,EOSINOPHIL GRANULE MAJOR BASIC PROTEIN 1,1h8u_B,2brs_B,SGN,1,no_significant_motion,1h8u,B,2brs,B
636,639,146,N.147,RIBONUCLEASE MC,1bk7_A,1ucg_A,MN,1,no_significant_motion,1bk7,A,1ucg,A
637,640,147,N.148,HISTIDINOL DEHYDROGENASE,1k75_AB,1kae_AB,"DTT,HSO,2xNAD,2xZN",1,no_significant_motion,1k75,AB,1kae,AB
638,641,148,N.149,RIBONUCLEASE II FAMILY PROTEIN,2r7f_A,2r7d_A,MG,1,no_significant_motion,2r7f,A,2r7d,A
639,642,149,N.150,ENDO-BETA-N-ACETYLGLUCOSAMINIDASE H,1c3f_A,1c8y_A,ZN,1,no_significant_motion,1c3f,A,1c8y,A
640,643,150,N.151,PUTATIVE DINUCLEOTIDE-BINDING OXIDOREDUCTASE,2raf_CC,2raf_AB,NAP,1,no_significant_motion,2raf,CC,2raf,AB
641,644,151,N.152,DEACETOXYCEPHALOSPORIN C SYNTHASE,1w28_A,1w2o_A,"FE,P1C",1,no_significant_motion,1w28,A,1w2o,A
642,645,152,N.153,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE,1r7i_AB,1t02_AB,LVA,1,no_significant_motion,1r7i,AB,1t02,AB
643,646,153,N.154,HYPOTHETICAL UPF0052 PROTEIN BH3568,2hzb_CD,2o2z_CD,2xNAD,1,no_significant_motion,2hzb,CD,2o2z,CD
644,647,154,N.155,MITOTIC SPINDLE ASSEMBLY CHECKPOINT PROTEIN MAD2A,2vfx_D,2vfx_F,PE3,1,no_significant_motion,2vfx,D,2vfx,F
645,648,155,N.156,RNA-BINDING PROTEIN 16,3d9i_B,3d9p_A,PEPT(YP),1,no_significant_motion,3d9i,B,3d9p,A
646,649,156,N.157,HYPOTHETICAL TRNA/RRNA METHYLTRANSFERASE HI0766,1j85_AA,1mxi_AA,2xSAH,1,no_significant_motion,1j85,AA,1mxi,AA
647,650,157,N.158,PHOSPHATIDYLINOSITOL-SPECIFIC PHOSPHOLIPASE C,4ptd_A,1gym_A,MYG,1,no_significant_motion,4ptd,A,1gym,A
648,651,158,N.159,COPPER HOMEOSTASIS PROTEIN CUTC,1twd_AB,1x8c_AB,CA,1,no_significant_motion,1twd,AB,1x8c,AB
649,652,159,N.160,AEROBIC RESPIRATION CONTROL SENSOR PROTEIN ARCB,1bdj_B,2a0b_A,ZN,1,no_significant_motion,1bdj,B,2a0b,A
650,653,160,N.161,"TRANSPOSASE, PUTATIVE",2f5g_AB,2f4f_AB,2xMN,1,no_significant_motion,2f5g,AB,2f4f,AB
651,654,161,N.162,PECTIN METHYLESTERASE,1qjv_A,2nt9_A,"ADA,3xM8C",1,no_significant_motion,1qjv,A,2nt9,A
652,655,162,N.163,PROTEIN TM_1862,2qgq_G,2qgq_A,CXS,1,no_significant_motion,2qgq,G,2qgq,A
653,656,163,N.164,AKAP18 DELTA,2vfy_A,2vfk_A,AMP,1,no_significant_motion,2vfy,A,2vfk,A
654,657,164,N.165,MALATE OXIDOREDUCTASE,1ww8_AB,2dvm_AB,2xNAD,1,no_significant_motion,1ww8,AB,2dvm,AB
655,658,165,N.166,ENTEROCHELIN ESTERASE,3c8h_CD,3c8d_CD,2xCIT,1,no_significant_motion,3c8h,CD,3c8d,CD
656,659,166,N.167,SYNTENIN 1,1r6j_A,1oby_A,"PEPT(NEFYA),PEPT(TNEFYA)",1,no_significant_motion,1r6j,A,1oby,A
657,660,167,N.168,EPIDERMOLYTIC TOXIN A,1agj_A,1exf_A,GLY,1,no_significant_motion,1agj,A,1exf,A
658,661,168,N.169,TT0826,1v8q_C,1v8q_D,DTT,1,no_significant_motion,1v8q,C,1v8q,D
659,662,169,N.170,CHITOSANASE,2d05_A,1qgi_A,"GCS,NAG",1,no_significant_motion,2d05,A,1qgi,A
660,663,170,N.171,LONG-CHAIN FATTY ACID TRANSPORT PROTEIN,2r88_A,2r8a_A,3xC8E,1,no_significant_motion,2r88,A,2r8a,A
661,664,171,N.172,STAGE V SPORULATION PROTEIN S (SPOVS) RELATED PROTEIN,2eh1_A,2eh1_B,ZN,1,no_significant_motion,2eh1,A,2eh1,B
662,665,172,N.173,NUCLEAR TRANSPORT FACTOR 2,1gy7_CD,1gyb_CD,"PEPT(GFSF),PEPT(FSF)",1,no_significant_motion,1gy7,CD,1gyb,CD
663,666,173,N.174,ENDOGLUCANASE,1l8f_A,1oa7_A,CBI,1,no_significant_motion,1l8f,A,1oa7,A
664,667,174,N.175,PROBABLE ATP-DEPENDENT DNA LIGASE,2fao_A,2faq_B,"ATP,2xMN",1,no_significant_motion,2fao,A,2faq,B
665,668,175,N.176,DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE,1e9n_B,2isi_B,MG,1,no_significant_motion,1e9n,B,2isi,B
666,669,176,N.177,METHIONINE AMINOPEPTIDASE,4mat_A,3mat_A,"PEPT(AL),AHH,2xCO",1,no_significant_motion,4mat,A,3mat,A
667,670,177,N.178,TYROSINE-PROTEIN PHOSPHATASE YIL113W,2j16_B,2j17_A,"MG,PTR",1,no_significant_motion,2j16,B,2j17,A
668,671,178,N.179,KETOHEXOKINASE,2hqq_AA,2hw1_AA,"2xANP,2xFRU",1,no_significant_motion,2hqq,AA,2hw1,AA
669,672,179,N.180,OUTER MEMBRANE PROTEIN X,1qj9_A,1qj8_A,C8E,1,no_significant_motion,1qj9,A,1qj8,A
670,673,180,N.181,CDC14B2 PHOSPHATASE,1ohd_A,1ohe_A,PEPT(ASP),1,no_significant_motion,1ohd,A,1ohe,A
671,674,181,N.182,WERNER SYNDROME HELICASE,2fbt_A,2fc0_A,"DGP,MN",1,no_significant_motion,2fbt,A,2fc0,A
672,675,182,N.183,PROLYL ENDOPEPTIDASE,1vz2_A,1o6g_A,"PRO,SIN",1,no_significant_motion,1vz2,A,1o6g,A
673,676,183,N.184,E3 UBIQUITIN-PROTEIN LIGASE UHRF1,3db4_A,3db3_A,PEPT(RKS),1,no_significant_motion,3db4,A,3db3,A
674,677,184,N.185,COAGULATION FACTOR V,1czt_A,1czs_A,PHG,1,no_significant_motion,1czt,A,1czs,A
675,678,185,N.186,DISULFIDE OXIDOREDUCTASE,2rem_A,2rem_C,PEPT(XXXXXXXX),1,no_significant_motion,2rem,A,2rem,C
676,679,186,N.187,PREPROTEIN TRANSLOCASE SECA 1 SUBUNIT,1nl3_AB,1nkt_AB,"2xADP,MG",1,no_significant_motion,1nl3,AB,1nkt,AB
677,680,187,N.188,DNA INTEGRITY SCANNING PROTEIN DISA,3c1z_A,3c1y_B,2BA,1,no_significant_motion,3c1z,A,3c1y,B
678,681,188,N.189,BETA FRUCTOSIDASE,1uyp_D,1w2t_A,"CIT,GLA,SUC",1,no_significant_motion,1uyp,D,1w2t,A
679,682,189,N.190,DELTA1-PIPERIDEINE-2-CARBOXYLATE REDUCTASE,1wtj_AB,2cwh_AB,"2xNDP,2xPYC",1,no_significant_motion,1wtj,AB,2cwh,AB
680,683,190,N.191,YCGJ PROTEIN,1xxl_A,2glu_B,SAM,1,no_significant_motion,1xxl,A,2glu,B
681,684,191,N.192,T-CELL IMMUNOGLOBULIN AND MUCIN DOMAIN- CONTAINING PROTEIN 4,3bi9_X,3bib_X,PSF,1,no_significant_motion,3bi9,X,3bib,X
682,685,192,N.193,EPOXIDE HYDROLASE,1cqz_AB,1ek2_AB,2xCDU,1,no_significant_motion,1cqz,AB,1ek2,AB
683,686,193,N.194,GLUCURONOSYLTRANSFERASE GUMK,2hy7_A,2q6v_A,UDP,1,no_significant_motion,2hy7,A,2q6v,A
684,687,194,N.195,RIBONUCLEASE HIII,2d0a_A,2d0c_A,MN,1,no_significant_motion,2d0a,A,2d0c,A
685,688,195,N.196,ENDOCHITINASE,2uy2_A,2uy3_A,H33,1,no_significant_motion,2uy2,A,2uy3,A
686,689,196,N.197,LYSINE BIOSYNTHESIS ENZYME,1uc8_AB,1uc9_AB,2xADP,1,no_significant_motion,1uc8,AB,1uc9,AB
687,690,197,N.198,SQUALENE-HOPENE CYCLASE,3sqc_A,2sqc_A,4xC8E,1,no_significant_motion,3sqc,A,2sqc,A
689,692,199,N.200,FORMATE ACETYLTRANSFERASE 1,2pfl_AB,1h16_AA,"2xCOA,4xDTL,6xPG4",1,no_significant_motion,2pfl,AB,1h16,AA
690,693,200,N.201,POLY(ADP-RIBOSE) POLYMERASE,2paw_A,1efy_A,BZC,1,no_significant_motion,2paw,A,1efy,A
691,694,201,N.202,UNCHARACTERIZED PROTEIN AT2G37210/T2N18.3,2q4o_AB,2a33_AB,MG,1,no_significant_motion,2q4o,AB,2a33,AB
692,695,202,N.203,GLUCOAMYLASE,1lf6_B,1lf9_A,ACR,1,no_significant_motion,1lf6,B,1lf9,A
693,696,203,N.204,COPPER TRANSPORT PROTEIN ATOX1,1fe4_AB,1fee_AB,SUC,1,no_significant_motion,1fe4,AB,1fee,AB
694,697,204,N.205,CURA,2ree_B,2ref_A,ACO,1,no_significant_motion,2ree,B,2ref,A
695,698,205,N.206,UROPORPHYRINOGEN DECARBOXYLASE,2q6z_AA,2q71_AA,2xCP3,1,no_significant_motion,2q6z,AA,2q71,AA
696,699,206,N.207,HYPOTHETICAL PROTEIN AQ_1549,2egt_AA,2e8e_AA,2xDTT,1,no_significant_motion,2egt,AA,2e8e,AA
697,700,207,N.208,"CELLULOSE 1,4-BETA-CELLOBIOSIDASE",1ut9_A,1rq5_A,"2xCA,CTT",1,no_significant_motion,1ut9,A,1rq5,A
698,701,208,N.209,65 KDA VIRULENCE PROTEIN,2gwm_A,2gwl_A,NAD,1,no_significant_motion,2gwm,A,2gwl,A
699,702,209,N.210,HOMER 2B,1i7a_C,1i7a_D,PHE,1,no_significant_motion,1i7a,C,1i7a,D
700,703,210,N.211,GREEN FLUORESCENT PROTEIN,1qyo_A,1jbz_A,2xMG,1,no_significant_motion,1qyo,A,1jbz,A
701,704,211,N.212,OUTER MEMBRANE PROTEIN W,2f1v_B,2f1t_C,"C8E,LDA",1,no_significant_motion,2f1v,B,2f1t,C
702,705,212,N.213,HYPOTHETICAL PROTEIN PH0236,2bkn_AA,2bko_AA,2xCA,1,no_significant_motion,2bkn,AA,2bko,AA
703,706,213,N.214,DEXTRANASE,1ogm_X,1ogo_X,"BGC,GLC",1,no_significant_motion,1ogm,X,1ogo,X
704,707,214,N.215,OUTER SURFACE PROTEIN C,1f1m_AB,1f1m_CD,ZN,1,no_significant_motion,1f1m,AB,1f1m,CD
705,708,215,N.216,BIPHENYL DIOXYGENASE FERREDOXIN SUBUNIT,2e4p_B,2e4p_A,TRE,1,no_significant_motion,2e4p,B,2e4p,A
706,709,216,N.217,PHOSPHATASE,1ebb_A,1h2f_A,VA3,1,no_significant_motion,1ebb,A,1h2f,A
707,710,217,N.218,F17-AG LECTIN,1o9z_A,1o9w_A,NAG,1,no_significant_motion,1o9z,A,1o9w,A
708,711,218,N.219,14.3.D T CELL RECEPTOR BETA CHAIN,1l0x_A,1l0y_C,ZN,1,no_significant_motion,1l0x,A,1l0y,C
709,712,219,N.220,3-METHYLADENINE DNA-GLYCOSYLASE,2jhj_A,2jhn_B,MBO,1,no_significant_motion,2jhj,A,2jhn,B
710,713,220,N.221,THYMIDYLATE KINASE,2cck_AB,2ccj_AB,3xTMP,1,no_significant_motion,2cck,AB,2ccj,AB
711,714,221,N.222,TRNA DELTA(2)-ISOPENTENYLPYROPHOSPHATE TRANSFERASE,3crm_A,3crq_A,DPO,1,no_significant_motion,3crm,A,3crq,A
712,715,222,N.223,PECTATE LYASE C,1plu_A,2ewe_A,"4xADA,CA",1,no_significant_motion,1plu,A,2ewe,A
713,716,223,N.224,UNCHARACTERIZED PROTEIN MJ1062,3eo4_CD,3eo4_AB,PG6,1,no_significant_motion,3eo4,CD,3eo4,AB
714,717,224,N.225,GLYCOGENIN-1,1ll3_AA,1ll2_AA,"2xMN,2xUPG",1,no_significant_motion,1ll3,AA,1ll2,AA
715,718,225,N.226,DESIGNED PROTEIN CTPR2,1na3_A,1na3_B,IPT,1,no_significant_motion,1na3,A,1na3,B
716,719,226,N.227,PHENYLALANINE-4-HYDROXYLASE,1ltu_A,1ltz_A,"FE,HBI",1,no_significant_motion,1ltu,A,1ltz,A
717,720,227,N.228,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,3d59_B,3d5e_B,DEP,1,no_significant_motion,3d59,B,3d5e,B
718,721,228,N.229,HDLP (HISTONE DEACETYLASE-LIKE PROTEIN),1c3p_A,1c3r_B,"TSN,ZN",1,no_significant_motion,1c3p,A,1c3r,B
719,722,229,N.230,BETA-N-ACETYLHEXOSAMINIDASE,1qba_A,1c7s_A,CBS,1,no_significant_motion,1qba,A,1c7s,A
720,723,230,N.231,ALDOSE 1-EPIMERASE,1l7j_AB,1mmu_AB,2xGLC,1,no_significant_motion,1l7j,AB,1mmu,AB
721,724,231,N.232,APOLIPOPROTEIN D,2hzr_A,2hzq_A,STR,1,no_significant_motion,2hzr,A,2hzq,A
722,725,232,N.233,PROPIONATE KINASE,2e1y_AA,2e20_AA,2xB4P,1,no_significant_motion,2e1y,AA,2e20,AA
723,726,233,N.234,DYSTROPHIN,1eg3_A,1eg4_A,PEPT(NMTPYRSPPPYVP),1,no_significant_motion,1eg3,A,1eg4,A
724,727,234,N.235,UNDECAPRENYL PYROPHOSPHATE SYNTHASE,2d2r_AB,2dtn_AB,DPO,1,no_significant_motion,2d2r,AB,2dtn,AB
725,728,235,N.236,BIRA BIFUNCTIONAL PROTEIN,1bia_A,1bib_A,BTN,1,no_significant_motion,1bia,A,1bib,A
726,729,236,N.237,CD44 ANTIGEN,2jcp_A,2jcr_A,"2xBDP,3xNAG",1,no_significant_motion,2jcp,A,2jcr,A
727,730,237,N.238,GLUTAMATE RACEMASE,1b73_AA,1b74_AA,2xDGN,1,no_significant_motion,1b73,AA,1b74,AA
728,731,238,N.239,UROPORPHYRIN-III C-METHYLTRANSFERASE,1va0_AB,1v9a_AB,"2xFLC,2xSAH",1,no_significant_motion,1va0,AB,1v9a,AB
729,732,239,N.240,UNSATURATED GLUCURONYL HYDROLASE,2fv0_B,2fv1_B,"GAD,NDG",1,no_significant_motion,2fv0,B,2fv1,B
730,733,240,N.241,MODIFICATION METHYLASE RSRI,1nw8_A,1nw5_A,SAM,1,no_significant_motion,1nw8,A,1nw5,A
731,734,241,N.242,ALKANE MONOXYGENASE,3b9n_AB,3b9o_AB,2xFMN,1,no_significant_motion,3b9n,AB,3b9o,AB
732,735,242,N.243,DIPHTHERIA TOXIN,1sgk_AA,1ddt_AA,2xAPU,1,no_significant_motion,1sgk,AA,1ddt,AA
733,736,243,N.244,SUGAR-BINDING TRANSPORT ATP-BINDING PROTEIN,1v43_AA,1vci_AA,2xATP,1,no_significant_motion,1v43,AA,1vci,AA
734,737,244,N.245,MANNOSE RECEPTOR,1dqg_A,1fwu_A,SGA,1,no_significant_motion,1dqg,A,1fwu,A
736,739,246,N.247,HOMOSERINE O-SUCCINYLTRANSFERASE,2ghr_AA,2vdj_AA,2xHSE,1,no_significant_motion,2ghr,AA,2vdj,AA
737,740,247,N.248,FEMX,1xix_A,1ne9_A,2xMG,1,no_significant_motion,1xix,A,1ne9,A
738,741,248,N.249,ESSENTIAL FOR MITOTIC GROWTH 1,2v3j_A,2v3k_A,SAM,1,no_significant_motion,2v3j,A,2v3k,A
740,743,250,N.251,MOLYBDENUM TRANSPORT PROTEIN MODE,1h9s_AB,1h9r_AB,NI,1,no_significant_motion,1h9s,AB,1h9r,AB
